776320	645400	0
776323	645413	0

776323	645413	0
776338	645377	0

776338	645377	0
776350	645350	0

776350	645350	0
776385	645364	0

776385	645364	0
776385	645364	0

776385	645364	0
776438	645384	0

776438	645384	0
776460	645394	0

776460	645394	0
776512	645416	0

776512	645416	0
776516	645406	0

776516	645406	0
776516	645406	0

776516	645406	0
776550	645319	0

776438	645384	0
776433	645396	0

776433	645396	0
776433	645396	0

776433	645396	0
776419	645429	0

776512	645416	1
776552	645436	1

776552	645436	1
776544	645447	1

776544	645447	1
776544	645447	1

776544	645447	1
776522	645473	1

776552	645436	1
776618	645471	1

776618	645471	1
776647	645488	1

776647	645488	1
776632	645492	1

776632	645492	1
776632	645492	1

776632	645492	1
776611	645529	1

776611	645529	1
776603	645524	1

776603	645524	1
776603	645524	1

776603	645524	1
776583	645512	1

776647	645488	1
776701	645517	1

776611	645529	2
776550	645634	2

776550	645634	2
776531	645668	2

776531	645668	2
776495	645739	2

776495	645739	2
776476	645778	2

776476	645778	2
776568	645825	2

776531	645668	2
776576	645689	2

776701	645517	3
776732	645536	3

776732	645536	3
776759	645554	3

776759	645554	3
776744	645605	3

776759	645554	3
776872	645641	3

776701	645517	3
776696	645526	3

776696	645526	3
776696	645526	3

776696	645526	3
776675	645564	3

776495	645739	4
776341	645662	4

776341	645662	4
776334	645681	4

776341	645662	4
776331	645658	4

776341	645662	4
776347	645651	4

776347	645651	4
776376	645598	4

776376	645598	4
776378	645593	4

776378	645593	4
776378	645593	4

776378	645593	4
776385	645578	4

776872	645641	5
776894	645659	5

776894	645659	5
776902	645650	5

776902	645650	5
776902	645641	5

776902	645641	5
776902	645641	5

776902	645641	5
776899	645601	5

776894	645659	5
776885	645667	5

776885	645667	5
776885	645667	5

776885	645667	5
776869	645682	5

776869	645682	5
776852	645728	5

776852	645728	5
776871	645738	5

776871	645738	5
776891	645756	5

776891	645756	5
776895	645750	5

776895	645750	5
776895	645750	5

776895	645750	5
776905	645739	5

776891	645756	5
776940	645798	5

776940	645798	5
776940	645798	5

776940	645798	5
776948	645804	5

776852	645728	5
776838	645721	5

776894	645659	6
776993	645744	6

776993	645744	6
777008	645759	6

777008	645759	6
777008	645759	6

777008	645759	6
777050	645802	6

776993	645744	6
776995	645726	6

776995	645726	6
776993	645723	6

776993	645723	6
776993	645723	6

776993	645723	6
776976	645691	6

776976	645691	6
776964	645656	6

776852	645728	7
776845	645750	7

776845	645750	7
776823	645901	7

776823	645901	7
776802	646050	7

777050	645802	8
777095	645848	8

777095	645848	8
777088	645854	8

777088	645854	8
777088	645854	8

777088	645854	8
777075	645865	8

777075	645865	8
777082	645875	8

777082	645875	8
777074	645882	8

777075	645865	8
777066	645872	8

777095	645848	8
777160	645924	8

777160	645924	8
777168	645919	8

777168	645919	8
777168	645919	8

777168	645919	8
777175	645915	8

777160	645924	8
777177	645948	8

777177	645948	8
777192	645968	8

776964	645656	9
776981	645648	9

776964	645656	9
776921	645526	9

776921	645526	9
776893	645427	9

776893	645427	9
776892	645426	9

776892	645426	9
776882	645392	9

777192	645968	10
777231	646024	10

777231	646024	10
777240	646038	10

777240	646038	10
777212	646058	10

777212	646058	10
777212	646058	10

777212	646058	10
777117	646130	10

777240	646038	10
777298	646113	10

777117	646130	11
777069	646166	11

777069	646166	11
777048	646267	11

777117	646130	11
777146	646222	11

777146	646222	11
777156	646251	11

777117	646130	11
777101	646092	11

777101	646092	11
