0.125223	0	0
415	415	0

0.125223	0	0
416	416	0

416	416	0
90	90	0

90	90	0
0	0	0

90	90	0
85	85	0

0	0	0
15	15	0

5	5	0
4	4	0

1	1	0
5	5	0

4	4	0
3	3	0

15	15	0
16	16	0

0	0	0
12	12	0

7	7	0
6	6	0

1	1	0
7	7	0

6	6	0
17	17	0

12	12	0
14	14	0

0	0	0
11	11	0

2	2	0
10	10	0

10	10	0
13	13	0

13	13	0
9	9	0

11	11	0
2	2	0

9	9	0
84	84	0

84	84	0
89	89	0

9	9	0
8	8	0

8	8	0
1	1	0

8	8	0
86	86	0

86	86	0
87	87	0

100	100	0
97	97	0

115	115	0
94	94	0

95	95	0
115	115	0

92	92	0
96	96	0

96	96	0
114	114	0

139	139	0
151	151	0

140	140	0
145	145	0

134	134	0
140	140	0

151	151	0
130	130	0

130	130	0
134	134	0

147	147	0
55	55	0

55	55	0
123	123	0

122	122	0
125	125	0

123	123	0
126	126	0

117	117	0
198	198	0

198	198	0
199	199	0

198	198	0
156	156	0

156	156	0
122	122	0

197	197	0
190	190	0

197	197	0
195	195	0

157	157	0
197	197	0

18	18	0
49	49	0

49	49	0
50	50	0

50	50	0
54	54	0

54	54	0
25	25	0

25	25	0
29	29	0

45	45	0
38	38	0

49	49	0
52	52	0

52	52	0
22	22	0

22	22	0
27	27	0

27	27	0
32	32	0

19	19	0
45	45	0

23	23	0
42	42	0

33	33	0
23	23	0

36	36	0
33	33	0

39	39	0
36	36	0

41	41	0
39	39	0

46	46	0
41	41	0

48	48	0
46	46	0

31	31	0
18	18	0

82	82	0
31	31	0

26	26	0
34	34	0

47	47	0
43	43	0

53	53	0
21	21	0

21	21	0
26	26	0

31	31	0
53	53	0

19	19	0
48	48	0

35	35	0
30	30	0

40	40	0
35	35	0

44	44	0
40	40	0

48	48	0
44	44	0

47	47	0
19	19	0

28	28	0
37	37	0

37	37	0
47	47	0

20	20	0
51	51	0

24	24	0
28	28	0

51	51	0
24	24	0

31	31	0
20	20	0

185	185	0
165	165	0

165	165	0
173	173	0

173	173	0
179	179	0

158	158	0
178	178	0

178	178	0
175	175	0

160	160	0
167	167	0

181	181	0
160	160	0

180	180	0
181	181	0

179	179	0
158	158	0

179	179	0
176	176	0

161	161	0
169	169	0

182	182	0
161	161	0

158	158	0
127	127	0

127	127	0
139	139	0

129	129	0
155	155	0

128	128	0
129	129	0

139	139	0
128	128	0

155	155	0
131	131	0

131	131	0
138	138	0

127	127	0
152	152	0

135	135	0
142	142	0

142	142	0
146	146	0

416	416	0
121	121	0

118	118	0
92	92	0

121	121	0
118	118	0

113	113	0
112	112	0

110	110	0
113	113	0

92	92	0
111	111	0

104	104	0
93	93	0

93	93	0
110	110	0

92	92	0
109	109	0

109	109	0
104	104	0

117	117	0
119	119	0

92	92	0
117	117	0

116	116	0
82	82	0

117	117	0
120	120	0

120	120	0
116	116	0

102	102	0
103	103	0

82	82	0
102	102	0

107	107	0
106	106	0

82	82	0
107	107	0

82	82	0
108	108	0

105	105	0
101	101	0

82	82	0
105	105	0

114	114	0
95	95	0

94	94	0
99	99	0

99	99	0
98	98	0

98	98	0
100	100	0

136	136	0
192	192	0

149	149	0
153	153	0

122	122	0
124	124	0

195	195	0
189	189	0

188	188	0
157	157	0

157	157	0
159	159	0

159	159	0
170	170	0

170	170	0
186	186	0

186	186	0
166	166	0

177	177	0
174	174	0

159	159	0
183	183	0

183	183	0
162	162	0

162	162	0
163	163	0

177	177	0
171	171	0

158	158	0
177	177	0

157	157	0
180	180	0

180	180	0
184	184	0

184	184	0
164	164	0

164	164	0
168	168	0

168	168	0
172	172	0

157	157	0
182	182	0

182	182	0
185	185	0

152	152	0
154	154	0

154	154	0
135	135	0

146	146	0
148	148	0

132	132	0
137	137	0

137	137	0
141	141	0

152	152	0
132	132	0

127	127	0
149	149	0

144	144	0
143	143	0

147	147	0
144	144	0

150	150	0
133	133	0

133	133	0
193	193	0

149	149	0
150	150	0

416	416	0
188	188	0

188	188	0
187	187	0

187	187	0
196	196	0

196	196	0
194	194	0

187	187	0
191	191	0

136	136	0
147	147	0

153	153	0
136	136	0

66	66	1
382	382	1

382	382	1
64	64	1

380	380	1
68	68	1

64	64	1
380	380	1

68	68	1
57	57	1

83	83	1
66	66	1

66	66	1
91	91	1

58	58	1
56	56	1

63	63	1
69	69	1

67	67	1
63	63	1

57	57	1
67	67	1

61	61	1
59	59	1

69	69	1
61	61	1

59	59	1
58	58	1

65	65	1
62	62	1

66	66	1
65	65	1

62	62	1
60	60	1

223	223	1
222	222	1

219	219	1
220	220	1

218	218	1
219	219	1

260	260	1
261	261	1

259	259	1
260	260	1

257	257	1
259	259	1

255	255	1
257	257	1

370	370	1
237	237	1

368	368	1
346	346	1

249	249	1
381	381	1

381	381	1
368	368	1

275	275	1
276	276	1

277	277	1
275	275	1

278	278	1
277	277	1

279	279	1
278	278	1

280	280	1
279	279	1

234	234	1
233	233	1

234	234	1
206	206	1

347	347	1
230	230	1

205	205	1
347	347	1

378	378	1
227	227	1

227	227	1
226	226	1

230	230	1
291	291	1

291	291	1
234	234	1

219	219	1
342	342	1

368	368	1
88	88	1

242	242	1
83	83	1

350	350	1
412	412	1

