0	0	0
203	202	0

0	0	0
0	203	0

200	199	0
201	200	0

201	200	0
1	0	0

1	0	0
2	1	0

2	1	0
5	4	0

56	55	0
57	56	0

59	58	0
60	59	0

60	59	0
62	61	0

67	66	0
68	67	0

69	68	0
70	69	0

57	56	0
58	57	0

61	60	0
67	66	0

63	62	0
64	63	0

65	64	0
66	65	0

71	70	0
69	68	0

0	0	0
200	199	0

203	202	0
56	55	0

58	57	0
59	58	0

62	61	0
63	62	0

64	63	0
65	64	0

60	59	0
61	60	0

67	66	0
71	70	0

3	2	1
4	3	1

4	3	1
7	6	1

14	13	1
15	14	1

14	13	1
16	15	1

16	15	1
17	16	1

18	17	1
19	18	1

6	5	1
3	2	1

7	6	1
10	9	1

11	10	1
18	17	1

12	11	1
9	8	1

8	7	1
14	13	1

13	12	1
8	7	1

5	4	1
6	5	1

7	6	1
13	12	1

7	6	1
12	11	1

10	9	1
11	10	1

19	18	1
20	19	1

67	66	2
72	71	2

72	71	2
74	73	2

74	73	2
76	75	2

90	89	2
91	90	2

91	90	2
92	91	2

92	91	2
93	92	2

93	92	2
94	93	2

94	93	2
95	94	2

76	75	2
78	77	2

75	74	2
73	72	2

80	79	2
77	76	2

87	86	2
88	87	2

86	85	2
89	88	2

72	71	2
75	74	2

76	75	2
80	79	2

76	75	2
87	86	2

88	87	2
86	85	2

88	87	2
90	89	2

132	131	3
133	132	3

133	132	3
135	134	3

136	135	3
137	136	3

137	136	3
139	138	3

139	138	3
140	139	3

140	139	3
149	148	3

135	134	3
134	133	3

130	129	3
131	130	3

144	143	3
145	144	3

145	144	3
142	141	3

148	147	3
147	146	3

141	140	3
138	137	3

143	142	3
146	145	3

0	203	3
130	129	3

131	130	3
132	131	3

135	134	3
144	143	3

142	141	3
143	142	3

145	144	3
148	147	3

135	134	3
136	135	3

137	136	3
141	140	3

20	19	4
21	20	4

21	20	4
22	21	4

26	25	4
27	26	4

27	26	4
28	27	4

28	27	4
29	28	4

29	28	4
30	29	4

29	28	4
31	30	4

26	25	4
32	31	4

37	36	4
38	37	4

23	22	4
37	36	4

37	36	4
39	38	4

24	23	4
23	22	4

25	24	4
26	25	4

35	34	4
33	32	4

36	35	4
34	33	4

22	21	4
25	24	4

32	31	4
35	34	4

32	31	4
36	35	4

22	21	4
24	23	4

81	80	5
82	81	5

81	80	5
83	82	5

83	82	5
84	83	5

84	83	5
85	84	5

85	84	5
96	95	5

97	96	5
99	98	5

97	96	5
98	97	5

99	98	5
104	103	5

104	103	5
105	104	5

99	98	5
102	101	5

102	101	5
103	102	5

103	102	5
106	105	5

107	106	5
108	107	5

108	107	5
109	108	5

109	108	5
111	110	5

78	77	5
79	78	5

101	100	5
100	99	5

96	95	5
97	96	5

99	98	5
101	100	5

106	105	5
107	106	5

79	78	5
81	80	5

149	148	6
151	150	6

151	150	6
152	151	6

152	151	6
153	152	6

153	152	6
155	154	6

155	154	6
156	155	6

156	155	6
157	156	6

155	154	6
158	157	6

160	159	6
162	161	6

162	161	6
164	163	6

164	163	6
165	164	6

158	157	6
161	160	6

154	153	6
150	149	6

167	166	6
163	162	6

149	148	6
154	153	6

161	160	6
159	158	6

159	158	6
160	159	6

162	161	6
167	166	6

39	38	7
42	41	7

39	38	7
40	39	7

40	39	7
41	40	7

41	40	7
47	46	7

45	44	7
43	42	7

46	45	7
44	43	7

42	41	7
45	44	7

42	41	7
46	45	7

111	110	8
112	111	8

112	111	8
113	112	8

113	112	8
114	113	8

111	110	8
116	115	8

116	115	8
117	116	8

117	116	8
118	117	8

118	117	8
119	118	8

121	120	8
122	121	8

122	121	8
124	123	8

124	123	8
125	124	8

124	123	8
126	125	8

126	125	8
127	126	8

127	126	8
128	127	8

120	119	8
123	122	8

110	109	8
115	114	8

128	127	8
129	128	8

111	110	8
110	109	8

119	118	8
120	119	8

119	118	8
121	120	8

165	164	9
166	165	9

168	167	9
169	168	9

168	167	9
170	169	9

170	169	9
171	170	9

171	170	9
173	172	9

173	172	9
175	174	9

175	174	9
176	175	9

176	175	9
177	176	9

179	178	9
180	179	9

179	178	9
182	181	9

182	181	9
183	182	9

183	182	9
184	183	9

184	183	9
187	186	9

187	186	9
190	189	9

190	189	9
191	190	9

190	189	9
192	191	9

192	191	9
193	192	9

193	192	9
194	193	9

194	193	9
197	196	9

197	196	9
198	197	9

197	196	9
199	198	9

190	189	9
195	194	9

195	194	9
196	195	9

172	171	9
174	173	9

178	177	9
181	180	9

186	185	9
189	188	9

185	184	9
188	187	9

166	165	9
168	167	9

173	172	9
172	171	9

177	176	9
179	178	9

179	178	9
178	177	9

187	186	9
185	184	9

187	186	9
186	185	9

47	46	10
48	47	10

48	47	10
49	48	10

49	48	10
50	49	10

50	49	10
51	50	10

51	50	10
52	51	10

52	51	10
55	54	10

53	52	10
54	53	10

55	54	10
53	52	10

