0: c3_lazy_82,81,77,0
100: c5_lazy_32,0,2
101: c4_lazy_27,0
102: c4_lazy_27,2
103: c5_lazy_27,0,2
104: c3_lazy_77,75,59,0
105: c3_lazy_77,58,59,0
106: c3_lazy_77,57,59,0
107: c3_lazy_82,81,6,1
108: c3_lazy_82,80,6,1
109: c3_lazy_82,78,6,1
110: c3_lazy_82,79,6,1
111: c3_lazy_82,1,6,1
112: c3_lazy_82,0,6,1
113: c3_lazy_82,3,6,1
114: c3_lazy_82,5,6,1
115: c3_lazy_84,82,13,2
116: c3_lazy_74,75,6,0
117: c3_lazy_74,1,6,0
118: c3_lazy_74,0,6,0
119: c3_lazy_74,2,6,0
120: c3_lazy_74,4,6,0
121: c3_lazy_77,76,20,1
122: c3_lazy_77,74,20,1
123: c3_lazy_77,75,20,1
124: c3_lazy_77,1,20,1
125: c3_lazy_77,0,20,1
126: c3_lazy_77,17,20,1
127: c3_lazy_77,16,20,1
128: c3_lazy_77,19,20,1
129: c3_lazy_84,48,50,2
130: c4_lazy_13,1
131: c4_lazy_13,2
132: c5_lazy_13,1,2
133: c4_lazy_45,1
134: c4_lazy_45,2
135: c5_lazy_45,1,2
136: c4_lazy_17,1
137: c4_lazy_17,2
138: c5_lazy_17,1,2
139: c4_lazy_3,1
140: c4_lazy_3,2
141: c5_lazy_3,1,2
142: c4_lazy_32,1
143: c4_lazy_32,2
144: c5_lazy_32,1,2
145: c4_lazy_27,1
146: c4_lazy_27,2
147: c5_lazy_27,1,2
148: c3_lazy_76,75,20,0
149: c3_lazy_76,1,20,0
150: c3_lazy_76,0,20,0
151: c3_lazy_76,17,20,0
152: c3_lazy_76,16,20,0
153: c3_lazy_76,18,20,0
154: c3_lazy_76,19,20,0
155: c3_lazy_77,76,6,1
156: c3_lazy_77,74,6,1
157: c3_lazy_77,75,6,1
158: c3_lazy_77,1,6,1
159: c3_lazy_77,0,6,1
160: c3_lazy_77,3,6,1
161: c3_lazy_77,5,6,1
162: c3_lazy_84,57,60,2
163: c3_lazy_84,59,60,2
164: c3_lazy_52,49,6,0
165: c3_lazy_52,1,6,0
166: c3_lazy_52,0,6,0
167: c3_lazy_52,3,6,0
168: c3_lazy_52,2,6,0
169: c3_lazy_52,4,6,0
170: c3_lazy_77,75,59,1
171: c3_lazy_77,58,59,1
172: c3_lazy_84,57,65,2
173: c3_lazy_84,59,65,2
174: c3_lazy_84,60,65,2
175: c3_lazy_50,49,6,0
176: c3_lazy_50,1,6,0
177: c3_lazy_50,0,6,0
178: c3_lazy_50,4,6,0
179: c3_lazy_77,76,13,1
180: c3_lazy_77,74,13,1
181: c3_lazy_77,75,13,1
182: c3_lazy_77,1,13,1
183: c3_lazy_84,0,17,2
184: c3_lazy_76,74,6,0
185: c3_lazy_76,75,6,0
186: c3_lazy_76,1,6,0
187: c3_lazy_76,0,6,0
188: c3_lazy_76,3,6,0
189: c3_lazy_76,2,6,0
190: c3_lazy_76,4,6,0
191: c3_lazy_76,5,6,0
192: c3_lazy_77,76,50,1
193: c3_lazy_77,75,50,1
194: c3_lazy_77,49,50,1
195: c3_lazy_77,48,50,1
196: c3_lazy_84,18,20,2
197: c3_lazy_84,19,20,2
198: c3_lazy_54,53,6,0
199: c3_lazy_54,51,6,0
200: c3_lazy_54,48,6,0
201: c3_lazy_54,49,6,0
202: c3_lazy_54,1,6,0
203: c3_lazy_54,4,6,0
204: c3_lazy_77,76,34,1
205: c3_lazy_77,74,34,1
206: c3_lazy_77,75,34,1
207: c3_lazy_77,1,34,1
208: c3_lazy_77,0,34,1
209: c3_lazy_77,32,34,1
210: c3_lazy_77,33,34,1
211: c3_lazy_84,67,66,2
212: c3_lazy_75,1,6,0
213: c3_lazy_75,0,6,0
214: c3_lazy_75,4,6,0
215: c3_lazy_77,76,60,1
216: c3_lazy_77,74,60,1
217: c3_lazy_77,75,60,1
218: c3_lazy_77,58,60,1
219: c3_lazy_77,57,60,1
220: c3_lazy_77,59,60,1
221: c3_lazy_84,58,57,2
222: c4_lazy_58,0
223: c4_lazy_58,2
224: c5_lazy_58,0,2
225: c4_lazy_79,0
226: c4_lazy_79,2
227: c5_lazy_79,0,2
228: c4_lazy_67,0
229: c4_lazy_67,2
230: c5_lazy_67,0,2
231: c4_lazy_49,0
232: c4_lazy_49,2
233: c5_lazy_49,0,2
234: c4_lazy_75,0
235: c4_lazy_75,2
236: c5_lazy_75,0,2
237: c3_lazy_72,71,6,0
238: c3_lazy_72,70,6,0
239: c3_lazy_72,69,6,0
240: c3_lazy_72,68,6,0
241: c3_lazy_72,66,6,0
242: c3_lazy_72,67,6,0
243: c3_lazy_72,1,6,0
244: c3_lazy_72,0,6,0
245: c3_lazy_72,4,6,0
246: c3_lazy_77,74,18,1
247: c3_lazy_77,75,18,1
248: c3_lazy_77,1,18,1
249: c3_lazy_77,0,18,1
250: c3_lazy_77,17,18,1
251: c3_lazy_77,16,18,1
252: c3_lazy_84,33,34,2
253: c3_lazy_84,0,43,2
254: c3_lazy_84,32,43,2
255: c3_lazy_84,31,43,2
256: c3_lazy_84,33,43,2
257: c3_lazy_84,34,43,2
258: c3_lazy_84,35,43,2
259: c3_lazy_84,36,43,2
260: c3_lazy_84,37,43,2
261: c3_lazy_84,38,43,2
262: c3_lazy_84,39,43,2
263: c3_lazy_84,41,43,2
264: c3_lazy_68,66,6,0
265: c3_lazy_68,67,6,0
266: c3_lazy_68,1,6,0
267: c3_lazy_68,0,6,0
268: c3_lazy_68,3,6,0
269: c3_lazy_68,4,6,0
270: c3_lazy_77,74,45,1
271: c3_lazy_77,75,45,1
272: c3_lazy_77,1,45,1
273: c3_lazy_77,0,45,1
274: c3_lazy_84,49,50,2
275: c3_lazy_65,64,6,0
276: c3_lazy_65,63,6,0
277: c3_lazy_65,62,6,0
278: c3_lazy_65,59,6,0
279: c3_lazy_65,57,6,0
280: c3_lazy_65,58,6,0
281: c3_lazy_65,1,6,0
282: c3_lazy_65,0,6,0
283: c3_lazy_65,3,6,0
284: c3_lazy_65,4,6,0
285: c3_lazy_77,74,39,1
286: c3_lazy_77,75,39,1
287: c3_lazy_77,1,39,1
288: c3_lazy_77,0,39,1
289: c3_lazy_77,32,39,1
290: c3_lazy_77,31,39,1
291: c3_lazy_77,33,39,1
292: c3_lazy_77,34,39,1
293: c3_lazy_77,37,39,1
294: c3_lazy_77,38,39,1
295: c3_lazy_84,31,34,2
296: c3_lazy_73,71,6,0
297: c3_lazy_73,70,6,0
298: c3_lazy_73,69,6,0
299: c3_lazy_73,68,6,0
300: c3_lazy_73,67,6,0
301: c3_lazy_73,1,6,0
302: c3_lazy_73,0,6,0
303: c3_lazy_73,3,6,0
304: c3_lazy_73,4,6,0
305: c3_lazy_73,5,6,0
306: c3_lazy_77,74,15,1
307: c3_lazy_77,75,15,1
308: c3_lazy_77,1,15,1
309: c3_lazy_77,0,15,1
310: c3_lazy_77,13,15,1
311: c3_lazy_84,27,30,2
312: c3_lazy_84,26,30,2
313: c3_lazy_84,28,30,2
314: c3_lazy_84,29,30,2
315: c3_lazy_79,1,13,1
316: c3_lazy_79,0,13,1
317: c3_lazy_84,78,77,2
318: c3_lazy_84,79,77,2
319: c3_lazy_11,0,1,0
320: c3_lazy_47,19,20,1
321: c3_lazy_84,1,19,2
322: c3_lazy_84,0,19,2
323: c3_lazy_84,17,19,2
324: c3_lazy_84,16,19,2
325: c3_lazy_84,18,19,2
326: c3_lazy_78,79,6,0
327: c3_lazy_78,1,6,0
328: c3_lazy_78,0,6,0
329: c3_lazy_78,4,6,0
330: c3_lazy_82,78,13,1
331: c3_lazy_82,79,13,1
332: c3_lazy_82,1,13,1
333: c3_lazy_82,0,13,1
334: c3_lazy_84,82,58,2
335: c3_lazy_84,81,58,2
336: c3_lazy_84,80,58,2
337: c3_lazy_84,78,58,2
338: c3_lazy_77,76,6,0
339: c3_lazy_77,75,6,0
340: c3_lazy_77,1,6,0
341: c3_lazy_77,4,6,0
342: c3_lazy_82,49,50,1
343: c3_lazy_82,48,50,1
344: c3_lazy_84,82,59,2
345: c3_lazy_84,81,59,2
346: c3_lazy_84,80,59,2
347: c3_lazy_84,78,59,2
348: c3_lazy_84,79,59,2
349: c3_lazy_84,58,59,2
350: c3_lazy_84,57,59,2
351: c3_lazy_79,1,6,0
352: c3_lazy_79,4,6,0
353: c3_lazy_82,79,20,1
354: c3_lazy_82,0,20,1
355: c3_lazy_82,17,20,1
356: c3_lazy_82,16,20,1
357: c3_lazy_84,82,34,2
358: c3_lazy_84,81,34,2
359: c3_lazy_84,80,34,2
360: c3_lazy_84,78,34,2
361: c3_lazy_84,79,34,2
362: c3_lazy_84,1,34,2
363: c3_lazy_84,0,34,2
364: c3_lazy_50,49,13,0
365: c3_lazy_50,1,13,0
366: c3_lazy_73,71,6,1
367: c3_lazy_73,68,6,1
368: c3_lazy_73,66,6,1
369: c3_lazy_73,67,6,1
370: c3_lazy_73,1,6,1
371: c3_lazy_73,0,6,1
372: c3_lazy_73,3,6,1
373: c3_lazy_73,2,6,1
374: c3_lazy_73,4,6,1
375: c3_lazy_73,5,6,1
376: c3_lazy_84,0,29,2
377: c3_lazy_84,27,29,2
378: c3_lazy_84,26,29,2
379: c3_lazy_84,28,29,2
380: c3_lazy_64,63,6,0
381: c3_lazy_64,61,6,0
382: c3_lazy_64,60,6,0
383: c3_lazy_64,59,6,0
384: c3_lazy_64,1,6,0
385: c3_lazy_64,0,6,0
386: c3_lazy_64,2,6,0
387: c3_lazy_64,4,6,0
388: c3_lazy_73,71,20,1
389: c3_lazy_73,68,20,1
390: c3_lazy_73,67,20,1
391: c3_lazy_73,1,20,1
392: c3_lazy_73,0,20,1
393: c3_lazy_73,16,20,1
394: c3_lazy_73,19,20,1
395: c3_lazy_84,31,41,2
396: c3_lazy_84,33,41,2
397: c3_lazy_84,34,41,2
398: c3_lazy_84,36,41,2
399: c3_lazy_84,37,41,2
400: c3_lazy_84,38,41,2
401: c3_lazy_84,39,41,2
402: c3_lazy_70,69,6,0
403: c3_lazy_70,68,6,0
404: c3_lazy_70,66,6,0
405: c3_lazy_70,67,6,0
406: c3_lazy_70,1,6,0
407: c3_lazy_70,4,6,0
408: c3_lazy_73,72,50,1
409: c3_lazy_73,71,50,1
410: c3_lazy_73,70,50,1
411: c3_lazy_73,69,50,1
412: c3_lazy_73,66,50,1
413: c3_lazy_73,67,50,1
414: c3_lazy_73,49,50,1
415: c3_lazy_84,0,39,2
416: c3_lazy_84,34,39,2
417: c3_lazy_84,35,39,2
418: c3_lazy_84,37,39,2
419: c3_lazy_62,61,6,0
420: c3_lazy_62,59,6,0
421: c3_lazy_62,57,6,0
422: c3_lazy_62,58,6,0
423: c3_lazy_62,1,6,0
424: c3_lazy_73,72,13,1
425: c3_lazy_73,71,13,1
426: c3_lazy_73,69,13,1
427: c3_lazy_73,66,13,1
428: c3_lazy_73,67,13,1
429: c3_lazy_73,1,13,1
430: c3_lazy_73,0,13,1
431: c3_lazy_84,0,11,2
432: c3_lazy_84,3,11,2
433: c3_lazy_84,2,11,2
434: c3_lazy_84,4,11,2
435: c3_lazy_84,5,11,2
436: c3_lazy_84,6,11,2
437: c3_lazy_84,7,11,2
438: c3_lazy_84,8,11,2
439: c3_lazy_53,50,6,0
440: c3_lazy_53,48,6,0
441: c3_lazy_53,49,6,0
442: c3_lazy_53,1,6,0
443: c3_lazy_53,0,6,0
444: c3_lazy_53,4,6,0
445: c3_lazy_76,74,20,1
446: c3_lazy_76,75,20,1
447: c3_lazy_76,1,20,1
448: c3_lazy_76,0,20,1
449: c3_lazy_76,17,20,1
450: c3_lazy_76,19,20,1
451: c3_lazy_84,76,77,2
452: c3_lazy_81,80,6,0
453: c3_lazy_81,79,6,0
454: c3_lazy_81,1,6,0
455: c3_lazy_81,0,6,0
456: c3_lazy_81,3,6,0
457: c3_lazy_81,4,6,0
458: c3_lazy_82,81,77,1
459: c3_lazy_82,78,77,1
460: c3_lazy_82,74,77,1
461: c3_lazy_82,76,77,1
462: c3_lazy_84,82,17,2
463: c3_lazy_84,81,17,2
464: c3_lazy_84,80,17,2
465: c3_lazy_84,78,17,2
466: c3_lazy_84,79,17,2
467: c3_lazy_84,1,17,2
468: c3_lazy_80,78,6,0
469: c3_lazy_80,79,6,0
470: c3_lazy_80,1,6,0
471: c3_lazy_80,0,6,0
472: c3_lazy_80,3,6,0
473: c3_lazy_83,80,58,1
474: c3_lazy_83,78,58,1
475: c3_lazy_84,83,66,2
476: c3_lazy_84,82,66,2
477: c3_lazy_84,81,66,2
478: c3_lazy_84,80,66,2
479: c3_lazy_84,79,66,2
480: c4_lazy_11,0
481: c4_lazy_11,1
482: c5_lazy_11,0,1
483: c4_lazy_10,0
484: c4_lazy_10,1
485: c5_lazy_10,0,1
486: c4_lazy_9,0
487: c4_lazy_9,1
488: c5_lazy_9,0,1
489: c3_lazy_55,54,13,0
490: c3_lazy_55,53,13,0
491: c3_lazy_55,50,13,0
492: c3_lazy_55,48,13,0
493: c3_lazy_55,49,13,0
494: c3_lazy_55,1,13,0
495: c3_lazy_74,75,6,1
496: c3_lazy_74,1,6,1
497: c3_lazy_74,0,6,1
498: c3_lazy_74,3,6,1
499: c3_lazy_74,2,6,1
500: c3_lazy_74,5,6,1
501: c3_lazy_84,74,77,2
502: c3_lazy_53,50,13,0
503: c3_lazy_53,48,13,0
504: c3_lazy_53,49,13,0
505: c3_lazy_53,1,13,0
506: c3_lazy_62,60,6,1
507: c3_lazy_62,59,6,1
508: c3_lazy_62,57,6,1
509: c3_lazy_62,58,6,1
510: c3_lazy_62,1,6,1
511: c3_lazy_62,0,6,1
512: c3_lazy_62,3,6,1
513: c3_lazy_62,2,6,1
514: c3_lazy_62,5,6,1
515: c3_lazy_84,61,65,2
516: c3_lazy_84,62,65,2
517: c3_lazy_70,68,20,0
518: c3_lazy_70,66,20,0
519: c3_lazy_70,67,20,0
520: c3_lazy_70,1,20,0
521: c3_lazy_70,0,20,0
522: c3_lazy_70,16,20,0
523: c3_lazy_70,18,20,0
524: c3_lazy_75,1,6,1
525: c3_lazy_75,0,6,1
526: c3_lazy_75,5,6,1
527: c3_lazy_84,75,77,2
528: c3_lazy_54,50,34,0
529: c3_lazy_54,48,34,0
530: c3_lazy_54,49,34,0
531: c3_lazy_54,1,34,0
532: c3_lazy_54,0,34,0
533: c3_lazy_54,32,34,0
534: c3_lazy_54,33,34,0
535: c3_lazy_63,62,6,1
536: c3_lazy_63,61,6,1
537: c3_lazy_63,60,6,1
538: c3_lazy_63,59,6,1
539: c3_lazy_63,57,6,1
540: c3_lazy_63,58,6,1
541: c3_lazy_63,1,6,1
542: c3_lazy_63,0,6,1
543: c3_lazy_63,3,6,1
544: c3_lazy_63,2,6,1
545: c3_lazy_63,4,6,1
546: c3_lazy_63,5,6,1
547: c3_lazy_84,63,65,2
548: c3_lazy_55,50,6,0
549: c3_lazy_55,48,6,0
550: c3_lazy_55,49,6,0
551: c3_lazy_55,1,6,0
552: c3_lazy_55,0,6,0
553: c3_lazy_65,64,13,1
554: c3_lazy_65,62,13,1
555: c3_lazy_65,58,13,1
556: c3_lazy_65,1,13,1
557: c3_lazy_65,0,13,1
558: c3_lazy_84,57,64,2
559: c3_lazy_84,59,64,2
560: c3_lazy_84,60,64,2
561: c3_lazy_84,61,64,2
562: c3_lazy_84,63,64,2
563: c3_lazy_29,27,6,0
564: c3_lazy_47,26,30,1
565: c3_lazy_47,28,30,1
566: c3_lazy_47,29,30,1
567: c3_lazy_77,75,13,0
568: c3_lazy_77,1,13,0
569: c3_lazy_77,0,13,0
570: c3_lazy_78,79,6,1
571: c3_lazy_78,1,6,1
572: c3_lazy_78,0,6,1
573: c3_lazy_78,3,6,1
574: c3_lazy_78,2,6,1
575: c3_lazy_78,4,6,1
576: c3_lazy_84,78,45,2
577: c3_lazy_67,58,60,0
578: c3_lazy_67,57,60,0
579: c3_lazy_67,59,60,0
580: c3_lazy_72,69,50,1
581: c3_lazy_72,68,50,1
582: c3_lazy_72,66,50,1
583: c3_lazy_72,67,50,1
584: c3_lazy_84,5,6,2
585: c3_lazy_47,31,34,1
586: c3_lazy_84,32,31,2
587: c3_lazy_18,16,15,0
588: c3_lazy_18,17,15,0
589: c3_lazy_18,13,15,0
590: c3_lazy_72,69,6,1
591: c3_lazy_72,68,6,1
592: c3_lazy_72,66,6,1
593: c3_lazy_72,67,6,1
594: c3_lazy_72,3,6,1
595: c3_lazy_72,2,6,1
596: c3_lazy_72,4,6,1
597: c3_lazy_72,5,6,1
598: c3_lazy_84,70,73,2
599: c3_lazy_84,71,73,2
600: c3_lazy_84,72,73,2
601: c3_lazy_71,70,50,0
602: c3_lazy_71,69,50,0
603: c3_lazy_71,68,50,0
604: c3_lazy_71,49,50,0
605: c3_lazy_71,48,50,0
606: c3_lazy_73,72,18,1
607: c3_lazy_73,71,18,1
608: c3_lazy_73,68,18,1
609: c3_lazy_73,66,18,1
610: c3_lazy_73,67,18,1
611: c3_lazy_73,1,18,1
612: c3_lazy_73,0,18,1
613: c3_lazy_73,17,18,1
614: c3_lazy_84,4,6,2
615: c3_lazy_76,74,59,0
616: c3_lazy_76,75,59,0
617: c3_lazy_76,58,59,0
618: c3_lazy_76,57,59,0
619: c3_lazy_79,3,6,1
620: c3_lazy_79,2,6,1
621: c3_lazy_79,4,6,1
622: c3_lazy_84,79,58,2
623: c3_lazy_79,0,6,0
624: c3_lazy_79,3,6,0
625: c3_lazy_79,2,6,0
626: c3_lazy_79,5,6,0
627: c3_lazy_80,79,13,1
628: c3_lazy_80,1,13,1
629: c3_lazy_84,80,18,2
630: c3_lazy_84,78,18,2
631: c3_lazy_84,79,18,2
632: c3_lazy_84,1,18,2
633: c3_lazy_84,0,18,2
634: c3_lazy_84,17,18,2
635: c3_lazy_82,81,6,0
636: c3_lazy_82,78,6,0
637: c3_lazy_82,79,6,0
638: c3_lazy_82,1,6,0
639: c3_lazy_82,0,6,0
640: c3_lazy_82,3,6,0
641: c3_lazy_82,4,6,0
642: c3_lazy_83,82,20,1
643: c3_lazy_83,81,20,1
644: c3_lazy_83,80,20,1
645: c3_lazy_83,78,20,1
646: c3_lazy_83,79,20,1
647: c3_lazy_83,1,20,1
648: c3_lazy_83,18,20,1
649: c3_lazy_84,83,50,2
650: c3_lazy_84,82,50,2
651: c3_lazy_84,80,50,2
652: c3_lazy_79,0,34,0
653: c3_lazy_79,32,34,0
654: c3_lazy_79,33,34,0
655: c3_lazy_81,80,6,1
656: c3_lazy_81,79,6,1
657: c3_lazy_81,1,6,1
658: c3_lazy_81,2,6,1
659: c3_lazy_81,4,6,1
660: c3_lazy_81,5,6,1
661: c3_lazy_84,81,50,2
662: c3_lazy_84,78,50,2
663: c3_lazy_84,79,50,2
664: c3_lazy_76,74,50,0
665: c3_lazy_76,75,50,0
666: c3_lazy_76,49,50,0
667: c3_lazy_76,48,50,0
668: c3_lazy_80,78,6,1
669: c3_lazy_80,2,6,1
670: c3_lazy_80,4,6,1
671: c3_lazy_80,5,6,1
672: c3_lazy_84,80,73,2
673: c3_lazy_84,79,73,2
674: c3_lazy_84,67,73,2
675: c3_lazy_84,66,73,2
676: c3_lazy_47,36,39,1
677: c3_lazy_84,0,22,2
678: c3_lazy_84,17,22,2
679: c3_lazy_84,16,22,2
680: c3_lazy_84,18,22,2
681: c3_lazy_84,19,22,2
682: c3_lazy_84,20,22,2
683: c3_lazy_84,21,22,2
684: c3_lazy_80,2,6,0
685: c3_lazy_80,4,6,0
686: c3_lazy_80,5,6,0
687: c3_lazy_83,81,50,1
688: c3_lazy_83,80,50,1
689: c3_lazy_83,78,50,1
690: c3_lazy_83,79,50,1
691: c3_lazy_83,49,50,1
692: c3_lazy_84,83,12,2
693: c3_lazy_84,82,12,2
694: c3_lazy_84,80,12,2
695: c3_lazy_84,78,12,2
696: c3_lazy_84,79,12,2
697: c3_lazy_84,1,12,2
698: c3_lazy_84,0,12,2
699: c3_lazy_84,13,12,2
700: c3_lazy_76,74,34,0
701: c3_lazy_76,75,34,0
702: c3_lazy_76,1,34,0
703: c3_lazy_76,0,34,0
704: c3_lazy_76,32,34,0
705: c3_lazy_76,31,34,0
706: c3_lazy_76,33,34,0
707: c3_lazy_77,76,29,1
708: c3_lazy_77,1,29,1
709: c3_lazy_77,0,29,1
710: c3_lazy_77,27,29,1
711: c3_lazy_77,26,29,1
712: c3_lazy_77,28,29,1
713: c3_lazy_84,67,69,2
714: c3_lazy_84,66,69,2
715: c3_lazy_84,68,69,2
716: c3_lazy_76,74,60,0
717: c3_lazy_76,75,60,0
718: c3_lazy_76,58,60,0
719: c3_lazy_76,57,60,0
720: c3_lazy_76,59,60,0
721: c3_lazy_77,76,65,1
722: c3_lazy_77,58,65,1
723: c3_lazy_77,57,65,1
724: c3_lazy_77,59,65,1
725: c3_lazy_77,60,65,1
726: c3_lazy_77,61,65,1
727: c3_lazy_77,64,65,1
728: c3_lazy_76,74,45,0
729: c3_lazy_76,75,45,0
730: c3_lazy_76,1,45,0
731: c3_lazy_76,0,45,0
732: c3_lazy_77,76,30,1
733: c3_lazy_77,1,30,1
734: c3_lazy_77,0,30,1
735: c3_lazy_77,26,30,1
736: c3_lazy_77,28,30,1
737: c3_lazy_77,29,30,1
738: c3_lazy_76,74,39,0
739: c3_lazy_76,1,39,0
740: c3_lazy_76,0,39,0
741: c3_lazy_76,32,39,0
742: c3_lazy_76,31,39,0
743: c3_lazy_76,33,39,0
744: c3_lazy_76,34,39,0
745: c3_lazy_76,35,39,0
746: c3_lazy_76,36,39,0
747: c3_lazy_76,37,39,0
748: c3_lazy_76,38,39,0
749: c3_lazy_77,76,14,1
750: c3_lazy_77,75,14,1
751: c3_lazy_77,1,14,1
752: c3_lazy_77,0,14,1
753: c3_lazy_77,13,14,1
754: c3_lazy_76,75,13,0
755: c3_lazy_76,1,13,0
756: c3_lazy_76,0,13,0
757: c3_lazy_77,76,66,1
758: c3_lazy_77,74,66,1
759: c3_lazy_77,67,66,1
760: c3_lazy_84,36,39,2
761: c3_lazy_84,38,39,2
762: c3_lazy_76,74,15,0
763: c3_lazy_76,75,15,0
764: c3_lazy_76,1,15,0
765: c3_lazy_76,0,15,0
766: c3_lazy_76,13,15,0
767: c3_lazy_76,12,15,0
768: c3_lazy_77,76,22,1
769: c3_lazy_77,1,22,1
770: c3_lazy_77,0,22,1
771: c3_lazy_77,17,22,1
772: c3_lazy_77,16,22,1
773: c3_lazy_77,18,22,1
774: c3_lazy_77,19,22,1
775: c3_lazy_77,20,22,1
776: c3_lazy_77,21,22,1
777: c3_lazy_76,74,29,0
778: c3_lazy_76,75,29,0
779: c3_lazy_76,1,29,0
780: c3_lazy_76,0,29,0
781: c3_lazy_77,76,8,1
782: c3_lazy_77,1,8,1
783: c3_lazy_77,0,8,1
784: c3_lazy_77,3,8,1
785: c3_lazy_77,2,8,1
786: c3_lazy_77,4,8,1
787: c3_lazy_77,5,8,1
788: c3_lazy_77,6,8,1
789: c3_lazy_84,12,15,2
790: c3_lazy_66,67,6,0
791: c3_lazy_66,1,6,0
792: c3_lazy_66,2,6,0
793: c3_lazy_66,5,6,0
794: c3_lazy_83,81,77,1
795: c3_lazy_83,80,77,1
796: c3_lazy_83,78,77,1
797: c3_lazy_83,76,77,1
798: c3_lazy_84,83,45,2
799: c3_lazy_84,82,45,2
800: c3_lazy_84,79,45,2
801: c3_lazy_84,0,45,2
802: c3_lazy_47,44,13,1
803: c3_lazy_84,0,16,2
804: c3_lazy_84,17,16,2
805: c3_lazy_77,76,50,0
806: c3_lazy_77,74,50,0
807: c3_lazy_77,75,50,0
808: c3_lazy_77,49,50,0
809: c3_lazy_77,48,50,0
810: c3_lazy_82,2,6,1
811: c3_lazy_82,4,6,1
812: c3_lazy_84,82,68,2
813: c3_lazy_84,81,68,2
814: c3_lazy_84,80,68,2
815: c3_lazy_84,78,68,2
816: c3_lazy_84,79,68,2
817: c3_lazy_84,67,68,2
818: c3_lazy_84,66,68,2
819: c3_lazy_47,38,39,1
820: c3_lazy_84,0,38,2
821: c3_lazy_84,32,38,2
822: c3_lazy_84,31,38,2
823: c3_lazy_84,33,38,2
824: c3_lazy_84,34,38,2
825: c3_lazy_84,35,38,2
826: c3_lazy_84,36,38,2
827: c3_lazy_84,37,38,2
828: c3_lazy_47,40,42,1
829: c3_lazy_84,1,40,2
830: c3_lazy_84,0,40,2
831: c3_lazy_84,32,40,2
832: c3_lazy_84,31,40,2
833: c3_lazy_84,33,40,2
834: c3_lazy_84,34,40,2
835: c3_lazy_84,35,40,2
836: c3_lazy_84,36,40,2
837: c3_lazy_84,37,40,2
838: c3_lazy_84,38,40,2
839: c3_lazy_84,39,40,2
840: c3_lazy_34,33,6,0
841: c3_lazy_34,31,6,0
842: c3_lazy_34,32,6,0
